Object Number,Is Highlight,Is Public Domain,Object ID,Department,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Metadata Date,Repository
1975.1.1836,False,True,461355,Robert Lehman Collection,Textile panel,Panel,Italian or Spanish,,,,,,,,,,,,,,mid to late 16th century,1530,1599,Silk; metal; linen,25 3/4 x 23 1/2 in. (65.4 x 59.7 cm) with selvages opened flat,"Robert Lehman Collection, 1975",,,,,,,,,,,,Textiles-Woven,,http://www.metmuseum.org/art/collection/search/461355,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1842,False,True,461356,Robert Lehman Collection,Cope with orphrey and hood,Cope with an Orphrey and a Hood,"Italian, German, Dutch, Spanish",,,,,,,,,,,,,,15th–16th century,1400,1599,"Cope:  silk warp-float faced 4/1 satin weave with linen plain weave lining.
Orphrey:  linen plain weave with silk and gilt- and silvered- metal strip wrapped silk in satin and split stitches, laid work, couching, and padded couching.  Fringe:  silk, gilt-metal-strip-wrapped silk.  Lining: cotton plain weave.
Hood:  linen plain weave embroidered with silk, gilt- and silvered- metal-strip-wrapped silk, and silvered-metal strips and coils , couching and couching padded with hemp; metal spangles.  Fringe: silk plain weave.  Lining: linen plain weave.",56 x 185 in. (circumference of hem) (142.2 x 469.9 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Textiles-Ecclesiastical,,http://www.metmuseum.org/art/collection/search/461356,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.2535,False,True,461357,Robert Lehman Collection,Frame,Ogee frame,French,,,,,,,,,,,,,,ca. 1720–30 (?),1720,1730,"Oak lower moldings; lime upper moldings. Carved, gilt; orange bole.","Overall, 53.5 x 68.2 cm; sight, 35 x 49.2 cm; rebate, 37.4 x 51.6 cm.","Robert Lehman Collection, 1975",,,,,,,,,,,,Frames,,http://www.metmuseum.org/art/collection/search/461357,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.2536,False,True,461358,Robert Lehman Collection,Frame,Louis XIV style Ovolo frame,French,,,,,,,,,,,,,,ca. 1860,1855,1865,"Oak back frame with lime upper moldings. Carved, gilt; brown-red bole. ","Overall, 72 x 81.2 cm; sight, 48.8 x 58.2 cm; rebate, 52.8 x 61.4 cm.","Robert Lehman Collection, 1975",,,,,,,,,,,,Frames,,http://www.metmuseum.org/art/collection/search/461358,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.2537,False,True,461359,Robert Lehman Collection,Frame,Swept frame,French,,,,,,,,,,,,,,ca. 1730–40,1730,1740,"Oak lower moldings and feather keys; lime upper moldings. Carved, gilt; orange-brown bole.","Overall, 85.5 x 95.5 cm; sight, 58.5 x 68.5 cm; rebate, 61 x 72.7 cm.","Robert Lehman Collection, 1975",,,,,,,,,,,,Frames,,http://www.metmuseum.org/art/collection/search/461359,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.2538,False,True,461360,Robert Lehman Collection,Frame,Swept frame,French,,,,,,,,,,,,,,ca. 1740–45,1740,1745,"Oak lower moldings and feather keys; lime upper moldings. Carved, gilt; orange-brown bole.","Overall, 115 x 96.5 cm; sight, 84.2 x 68.5 cm; rebate, 88.6 x 72.4 cm.","Robert Lehman Collection, 1975",,,,,,,,,,,,Frames,,http://www.metmuseum.org/art/collection/search/461360,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1786,False,True,461361,Robert Lehman Collection,Textile border fragment,Border Fragment,Italian,,,,,,,,,,,,,,17th century,1600,1699,Linen,9 3/4 x 16 3/4 in. (24.8 x 42.5 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Textiles-Laces,,http://www.metmuseum.org/art/collection/search/461361,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1791,False,True,461362,Robert Lehman Collection,Textile panel,Panel,Italian,,,,,,,,,,,,,,17th–18th century,1600,1799,Linen,19 x 77 in. (48.2 x 195.6 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Textiles-Laces,,http://www.metmuseum.org/art/collection/search/461362,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.2344,False,True,461363,Robert Lehman Collection,Frame,Ovolo frame,French,,,,,,,,,,,,,,1640–50,1640,1650,Walnut,"27.7 x 26.2, 19.6 x 17.9, 21.2 x 19.6 cm.","Robert Lehman Collection, 1975",,,,,,,,,,,,Frames,,http://www.metmuseum.org/art/collection/search/461363,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1635,False,True,461364,Robert Lehman Collection,Frame,Reverse cassetta frame,"Italian, Bologna",,,,,,,,,,,,,,mid-17th century,1636,1670,Poplar,"42.7 x 38.5, 24.8 x 20.6, 25.3 x 21.6 cm.","Robert Lehman Collection, 1975",,,,,,,,,,,,Frames,,http://www.metmuseum.org/art/collection/search/461364,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1410,False,True,461365,Robert Lehman Collection,Aquamanile,Aquamanile in the Form of a Lion,"North German, Lubeck (?)",,,,,,,,,,,,,,ca. 1230 or early nineteenth century,1227,1835,"Bronze; binary copper alloy (approx. 88% copper, approx. 8% tin) hollow cast,
chased, engraved, and gilded.","H. 20.7 cm, w. 12.4 cm, l. 25.3 cm, wt. 2867 g.","Robert Lehman Collection, 1975",,,,,,,,,,,,Metalwork,,http://www.metmuseum.org/art/collection/search/461365,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.244,False,True,461366,Robert Lehman Collection,Painting,"The Hudson River Valley near Hudson, New York",American,,,,,Artist|Artist,possibly,American Painter|Henry Ary,1807–1859,,American Painter|Ary Henry,,1807      ,1859      ,ca. 1850,1845,1855,Oil on canvas,19 x 22 1/8 in. (48.3 x 56.2 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/461366,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.2047,False,False,461367,Robert Lehman Collection,Painting,Dancer with Castanets,,,,,,Artist,,Dietz Edzard,"German, 1893–1963",,"Edzard, Dietz",German,1893      ,1963      ,1945,1945,1945,Oil on canvas,74 1/8 x 26 1/8 in.,"Robert Lehman Collection, 1975",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/461367,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1886,False,True,461368,Robert Lehman Collection,Chasuble,Chasuble,Spanish,,,,,,,,,,,,,,late 16th or early 17th century,1571,1635,Silk; linen; metal,47 1/8 x 26 3/4 in. (119.7 x 68 cm) with fringe,"Robert Lehman Collection, 1975",,,,,,,,,,,,Textiles-Ecclesiastical,,http://www.metmuseum.org/art/collection/search/461368,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1885,False,True,461369,Robert Lehman Collection,Chasuble with orphreys,Chasuble with Orphreys,Spanish,,,,,,,,,,,,,,16th or 17th century,1500,1700,Silk; metal; linen,47 1/2 x 30 in. (120.6 x 76.2 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Textiles-Ecclesiastical,,http://www.metmuseum.org/art/collection/search/461369,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1887,False,True,461370,Robert Lehman Collection,Dalmatic,Dalmatic,Spanish,,,,,,,,,,,,,,first half 17th century,1600,1649,Silk; metal; bast fiber,Neck to hem:  40 5/8 x 33 1/2 in. (103.2 x 85.1 cm) at hem,"Robert Lehman Collection, 1975",,,,,,,,,,,,Textiles-Ecclesiastical,,http://www.metmuseum.org/art/collection/search/461370,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1477,False,True,461371,Robert Lehman Collection,Andiron,Chenet,"French, Paris",,,,,,,,,,,,,,second half of 19th century,1850,1900,"Gilt bronze, cast in two parts",H. 39.4 cm,"Robert Lehman Collection, 1975",,,,,,,,,,,,Metalwork-Bronze,,http://www.metmuseum.org/art/collection/search/461371,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.2342,False,False,461372,Robert Lehman Collection,Frame,Frame,Unknown,,,,,,,,,,,,,,Unknown,1500,1900,Wood,37 3/4 x 30 1/8 inches (outside); 21 3/8 x 14 1/4 inches (sight edge),"Robert Lehman Collection, 1975",,,,,,,,,,,,Frames,,http://www.metmuseum.org/art/collection/search/461372,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1894,False,True,461373,Robert Lehman Collection,Apparel,Apparel made into Cushion,Spanish,,,,,,,,,,,,,,17th century,1600,1699,Silk; metal; linen; wool; hemp,16 1/2 x 21 in. (41.9 x 53.3 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Textiles-Miscellaneous,,http://www.metmuseum.org/art/collection/search/461373,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1899,False,True,461374,Robert Lehman Collection,Cape or hanging,Madonna Cape or Shaped Hanging,Spanish(?),,,,,,,,,,,,,,18th century,1700,1799,Silk,From center back neck 65 1/2 x 233 1/2 in. (circumference of hem ) (165.7 x 593 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Textiles-Ecclesiastical,,http://www.metmuseum.org/art/collection/search/461374,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1478,False,True,461375,Robert Lehman Collection,Andiron,Chenet,"French, Paris",,,,,,,,,,,,,,second half of 19th century,1850,1900,"Gilt bronze, cast in two parts.",H. 41.3 cm.,"Robert Lehman Collection, 1975",,,,,,,,,,,,Metalwork-Bronze,,http://www.metmuseum.org/art/collection/search/461375,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1355,False,True,461376,Robert Lehman Collection,Plaquette,Virgin and Child with St. John,Netherlandish or South German,,,,,Artist,,Arent van Bolten,(ca. 1573–before 1633),,"van Bolten, Arent",,1573      ,1633      ,ca. 1625 (cast 19th or early 20th century),1622,1628,Gilt-silver electrotype.,"14 x 13.9 cm, wt. 87.17 g.","Robert Lehman Collection, 1975",,,,,,,,,,,,Plaquettes,,http://www.metmuseum.org/art/collection/search/461376,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1359,False,True,461377,Robert Lehman Collection,Plaquette,Saint Jerome Praying,Spanish or Northern Italian,,,,,,,,,,,,,,model 16th century (cast 17th century or later),1500,1600,Copper alloy with gilt obverse and reverse with reddish brown patina; integrally cast suspension loop at the top.,"11.2 x 7 cm, wt. 148.45 g.","Robert Lehman Collection, 1975
1975.1.1359",,,,,,,,,,,,Plaquettes,,http://www.metmuseum.org/art/collection/search/461377,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1323,False,True,461378,Robert Lehman Collection,Medal,Philip Melanchthon,,,,,,Artist,,Friedrich Hagenauer,"German, born Strasbourg, 1490–1500, died after 1546",", Cologne","Hagenauer, Friedrich",German,1490      ,1546      ,model 1543 (possibly cast 16th century),1543,1543,Copper alloy with warm brown patina.,"Diam. 4.6 cm, wt. 41.54 g.","Robert Lehman Collection, 1975",,,,,,,,,,,,Medals,,http://www.metmuseum.org/art/collection/search/461378,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1384,False,True,461379,Robert Lehman Collection,Candelabra,Candelabra (pair with .1385),"Italian, Venice (?)",,,,,,,,,,,,,,"19th century, in late cinquecento Venetian style",1800,1900,Copper alloy with a deep green to black patina.,H. 123.2 cm,"Robert Lehman Collection, 1975",,,,,,,,,,,,Metalwork,,http://www.metmuseum.org/art/collection/search/461379,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1456,False,True,461380,Robert Lehman Collection,Vase,Altar or Tomb Vase,German,,,,,,,,,,,,,,18th century,1700,1800,Brass,H. 20.5 cm,"Robert Lehman Collection, 1975",,,,,,,,,,,,Metalwork,,http://www.metmuseum.org/art/collection/search/461380,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1871,False,True,461381,Robert Lehman Collection,Textile fragment,Fragment,Spanish,,,,,,,,,,,,,,mid-15th century,1436,1470,Silk,32 3/4 x 8 5/8 in. (83.2 x 21.9 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Textiles-Velvets,,http://www.metmuseum.org/art/collection/search/461381,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1766,False,True,461382,Robert Lehman Collection,Chasuble back,Chasuble Back,Italian,,,,,,,,,,,,,,mid-15th century,1425,1475,Silk,51 1/4 x 43 1/2 in. (130.2 x 110.5 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Textiles-Woven,,http://www.metmuseum.org/art/collection/search/461382,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1860,False,True,461383,Robert Lehman Collection,Textile panel,Panel,Italian or French,,,,,,,,,,,,,,18th century,1700,1800,Silk; metal,46 1/2 x 30 1/2 (118.1 x 77.5 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Textiles-Ecclesiastical,,http://www.metmuseum.org/art/collection/search/461383,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1865,False,True,461384,Robert Lehman Collection,Textile cover,Cover,Italian or French,,,,,,,,,,,,,,late 18th–early 19th century,1771,1835,Silk,73 3/8 x 22 11/16 in. (186.4 x 57.7 cm) with fringe,"Robert Lehman Collection, 1975",,,,,,,,,,,,Textiles-Woven,,http://www.metmuseum.org/art/collection/search/461384,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1906,False,True,461385,Robert Lehman Collection,Roundel,Saint Martin Brings a Dead Man to Life,Flemish,,,,,,,,,,,,,,1430–35,1430,1435,"Linen plain weave underlaid with linen plain weave and embroidered with silk and gilt-metal-strip-wrapped silk in split and stem stitches, laid work, and couching, including or nué",Diameter: 6 11/16 in. (17cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Textiles-Ecclesiastical,,http://www.metmuseum.org/art/collection/search/461385,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1760,False,True,461386,Robert Lehman Collection,Hanging,Hanging,"Italian, possibly Florence",,,,,,,,,,,,,,late 15th century,1471,1500,silk; metal; linen,128 1/2 x 22 1/2 in. (326.5 x 57.2 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Textiles-Velvets,,http://www.metmuseum.org/art/collection/search/461386,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1905,False,True,461387,Robert Lehman Collection,Antependium,Antependium,Spanish or Portuguese,,,,,,,,,,,,,,late 17th or early 18th century,1671,1735,Silk; metal; linen,32 1/4 x 83 in. (81.9 x 210.8 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Textiles-Ecclesiastical,,http://www.metmuseum.org/art/collection/search/461387,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1897,False,True,461388,Robert Lehman Collection,Chasuble with orphrey,Chasuble with an Orphrey Band and Cross,Italian and German (?),,,,,,,,,,,,,,second half of the 15th century (chasuble); late 15th or first half 16th century (orphreys),1450,1550,"silk, linen, metal,",40 5/8 x 24 in. (103.4 x 61 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Textiles-Velvets,,http://www.metmuseum.org/art/collection/search/461388,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1770,False,True,461389,Robert Lehman Collection,Textile piece,Piece,Italian,,,,,,,,,,,,,,second half 17th century,1650,1699,Silk; metal; cotton,48 1/2 x 29 in. ( 123.2 x 73.7 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Textiles-Woven,,http://www.metmuseum.org/art/collection/search/461389,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1769,False,True,461390,Robert Lehman Collection,Orphrey,Orphrey from a Chasuble,Italian,,,,,,,,,,,,,,first half 17th century,1600,1650,Silk; metal; linen,40 1/8 x 10 3/4 in. (102 x 27.3 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Textiles-Woven,,http://www.metmuseum.org/art/collection/search/461390,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1771,False,True,461391,Robert Lehman Collection,Textile panel,Panel,Italian,,,,,,,,,,,,,,early 18th century,1700,1725,Silk; metal,50 5/8 x 41 1/2 in. (128.5 x 105.5 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Textiles-Woven,,http://www.metmuseum.org/art/collection/search/461391,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1785,False,True,461392,Robert Lehman Collection,Towel or textile cover,Towel or Cover,Italian,,,,,,,,,,,,,,17th century,1600,1699,Linen; silk;,48 1/4 (with fringe) x 23 in. (122.5 x 58.4 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Textiles-Woven,,http://www.metmuseum.org/art/collection/search/461392,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1775,False,True,461393,Robert Lehman Collection,Textile panel,Panel,Italian,,,,,,,,,,,,,,17th century,1600,1700,Silk; linen,106 3/4 x 24 3/4 in. (271.1 x 62.9 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Textiles-Woven,,http://www.metmuseum.org/art/collection/search/461393,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.2146,False,True,461394,Robert Lehman Collection,Frame,High Baroque frame,"Italian, Venice",,,,,,,,,,,,,,ca. 1700,1697,1703,Pine,"85.5 x 73.2, 51 x 39.7, 54.5 x 43 cm.","Robert Lehman Collection, 1975",,,,,,,,,,,,Frames,,http://www.metmuseum.org/art/collection/search/461394,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1795,False,True,461395,Robert Lehman Collection,Chasuble with orphreys,Chasuble with Orphreys,Italian,,,,,,,,,,,,,,16th century,1500,1600,Satin; silk; metal; linen,From center back neck:  40 1/4 x 27 1/8 in. (102.2 x 68.9 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Textiles-Ecclesiastical,,http://www.metmuseum.org/art/collection/search/461395,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1799,False,True,461396,Robert Lehman Collection,Stole,Stole,Italian,,,,,,,,,,,,,,17th–18th century,1600,1800,Silk; metal; linen,From center back:  38 1/2 x 3 1/2-10 in. (97.8 x 8.9-25.4 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Textiles-Ecclesiastical,,http://www.metmuseum.org/art/collection/search/461396,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1826,False,True,461397,Robert Lehman Collection,Textile cover,Cover,Italian,,,,,,,,,,,,,,early 17th century,1600,1635,silk,65 1/2 x 53 in. (166.3 x 134.6 cm) with fringe,"Robert Lehman Collection, 1975",,,,,,,,,,,,Textiles-Velvets,,http://www.metmuseum.org/art/collection/search/461397,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1828,False,True,461398,Robert Lehman Collection,Textile fragment,Fragment,Italian or Spanish,,,,,,,,,,,,,,16th or 17th century,1500,1700,Silk,39 5/8 x 21 5/8 in. (102 x 55.2 cm) with selvages opened,"Robert Lehman Collection, 1975",,,,,,,,,,,,Textiles-Velvets,,http://www.metmuseum.org/art/collection/search/461398,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1850,False,True,461399,Robert Lehman Collection,Cushion,Cushion with Saint Hyacinth,Italian,,,,,,,,,,,,,,19th century,1800,1899,Silk; metal; cotton,14 1/4 x 12 in. with 2 1/4 in. gusset (36.2 x 30.5 x 5.7 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Textiles-Ecclesiastical,,http://www.metmuseum.org/art/collection/search/461399,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1851A,False,True,461400,Robert Lehman Collection,Chasuble front with orphrey band,Chasuble Front with an Orphrey Band,"Italian, Spanish or Turkish, German",,,,,,,,,,,,,,15th century,1400,1500,"Silk and gilt-metal-strip-wrapped silk plain weave, brocaded with gilt metal thread.
Binding tape: cotton plain weave
Lining: linen plain weave, glazed
Front Orphrey band: silk, linen, and gilt-animal-substrate-wrapped linen",33 1/8 x 21 1/4 in. (84.1 x 54 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Textiles-Ecclesiastical,,http://www.metmuseum.org/art/collection/search/461400,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1857,False,True,461401,Robert Lehman Collection,Textile cover or hanging,Cover,French,,,,,,,,,,,,,,early 18th century,1700,1724,Silk; metal; linen,53 x 23 1/4 in. (134.6 x 59 cm) with trim,"Robert Lehman Collection, 1975",,,,,,,,,,,,Textiles-Ecclesiastical,,http://www.metmuseum.org/art/collection/search/461401,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1868,False,True,461402,Robert Lehman Collection,Cushion,Cushion,Italian or French,,,,,,,,,,,,,,17th century,1600,1700,Silk; metal; animal substrate,9 1/2 x 29 1/2 in. (24.1 x 74.9 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Textiles-Miscellaneous,,http://www.metmuseum.org/art/collection/search/461402,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
